SendingTime,TargetCompID,SenderCompID,Symbol,Quantity,OrderID,TransactTime,StrikePrice,LastPx,MaturityDate,TradeReportID,TradeDate,CFICode,Sides.Side,Sides.OrderID,Sides.PartyIDs.PartyID,Sides.PartyIDs.PartyIDSource,Sides.PartyIDs.PartyRole
2020-5-19 上午08:14:02,MOMOES-COMPID,MDOC,ESM0,1,5c6be159-54e2-4223-ab2b-6f01e510da25,2020-5-19 上午08:14:03,2943.875,2943.875,2020-5-19 上午08:15:03,5c6be159-54e2-4223-ab2b-6f01e510da25-0,2020-5-19,MMMXXX,LONG,5c6be159-54e2-4223-ab2b-6f01e510da25,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午08:17:14,MOMOES-COMPID,MDOC,ESM0,1,09c83cc5-03c6-454e-b282-ea482464dfe2,2020-5-19 上午08:17:15,2943.875,2943.875,2020-5-19 上午08:18:15,09c83cc5-03c6-454e-b282-ea482464dfe2-0,2020-5-19,MMMXXX,LONG,09c83cc5-03c6-454e-b282-ea482464dfe2,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午08:40:32,MOMOES-COMPID,MDOC,ESM0,1,f506e2e7-a370-4db8-9d3a-c5ef6b826055,2020-5-19 上午08:40:33,2938.625,2937.875,2020-5-19 上午08:41:33,f506e2e7-a370-4db8-9d3a-c5ef6b826055-0,2020-5-19,MMMXXX,LONG,f506e2e7-a370-4db8-9d3a-c5ef6b826055,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午08:41:49,MOMOES-COMPID,MDOC,ESM0,1,a5361e20-6fef-42f9-8456-6737cf5b4976,2020-5-19 上午08:41:54,2940.875,2939.625,2020-5-19 上午08:42:54,a5361e20-6fef-42f9-8456-6737cf5b4976-0,2020-5-19,MMMXXX,LONG,a5361e20-6fef-42f9-8456-6737cf5b4976,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午08:47:21,MOMOES-COMPID,MDOC,ESM0,1,4a89bcef-0c94-4ad1-9a0d-413dd71283fa,2020-5-19 上午08:47:22,2942.875,2942.375,2020-5-19 上午08:48:22,4a89bcef-0c94-4ad1-9a0d-413dd71283fa-0,2020-5-19,MMMXXX,LONG,4a89bcef-0c94-4ad1-9a0d-413dd71283fa,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午09:01:43,MOMOES-COMPID,MDOC,ESM0,1,93321f1e-ecf5-4d96-a3c8-9fca728f1ed9,2020-5-19 上午09:01:44,2943.125,2942.875,2020-5-19 上午09:02:44,93321f1e-ecf5-4d96-a3c8-9fca728f1ed9-0,2020-5-19,MMMXXX,LONG,93321f1e-ecf5-4d96-a3c8-9fca728f1ed9,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午09:15:05,MOMOES-COMPID,MDOC,ESM0,1,808c92b3-0c84-4996-b297-1541116caa61,2020-5-19 上午09:15:06,2939.875,2939.125,2020-5-19 上午09:16:06,808c92b3-0c84-4996-b297-1541116caa61-0,2020-5-19,MMMXXX,LONG,808c92b3-0c84-4996-b297-1541116caa61,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午09:29:18,MOMOES-COMPID,MDOC,ESM0,1,943a3635-d5bb-4980-a9a9-589bdc6580ab,2020-5-19 上午09:29:19,2936.875,2937.375,2020-5-19 上午09:30:19,943a3635-d5bb-4980-a9a9-589bdc6580ab-0,2020-5-19,MMMXXX,LONG,943a3635-d5bb-4980-a9a9-589bdc6580ab,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午09:43:18,MOMOES-COMPID,MDOC,ESM0,1,14af9637-e922-480f-b21c-10a278baa7bf,2020-5-19 上午09:43:24,2941.625,2941.125,2020-5-19 上午09:44:24,14af9637-e922-480f-b21c-10a278baa7bf-0,2020-5-19,MMMXXX,LONG,14af9637-e922-480f-b21c-10a278baa7bf,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午09:53:56,MOMOES-COMPID,MDOC,ESM0,1,3c7b5c80-25dc-4569-9d04-b05461012243,2020-5-19 上午09:53:57,2942.375,2940.375,2020-5-19 上午09:54:57,3c7b5c80-25dc-4569-9d04-b05461012243-0,2020-5-19,MMMXXX,LONG,3c7b5c80-25dc-4569-9d04-b05461012243,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午10:15:53,MOMOES-COMPID,MDOC,ESM0,1,3cc5e5d0-8d88-4c09-a145-1ba6b8d1c3c3,2020-5-19 上午10:15:54,2935.875,2934.625,2020-5-19 上午10:16:54,3cc5e5d0-8d88-4c09-a145-1ba6b8d1c3c3-0,2020-5-19,MMMXXX,LONG,3cc5e5d0-8d88-4c09-a145-1ba6b8d1c3c3,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午10:17:38,MOMOES-COMPID,MDOC,ESM0,1,905129a8-8378-45fb-9e49-6f22e2f7606a,2020-5-19 上午10:17:39,2934.375,2935.375,2020-5-19 上午10:18:39,905129a8-8378-45fb-9e49-6f22e2f7606a-0,2020-5-19,MMMXXX,LONG,905129a8-8378-45fb-9e49-6f22e2f7606a,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午10:32:14,MOMOES-COMPID,MDOC,ESM0,1,516161dd-3d22-48d5-ae30-ea9330377c0a,2020-5-19 上午10:32:20,2933.875,2932,2020-5-19 上午10:33:20,516161dd-3d22-48d5-ae30-ea9330377c0a-0,2020-5-19,MMMXXX,LONG,516161dd-3d22-48d5-ae30-ea9330377c0a,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午10:44:37,MOMOES-COMPID,MDOC,ESM0,1,5913b180-f9bb-4ffc-bdc2-82bdb9cf216a,2020-5-19 上午10:44:38,2938.375,2937.625,2020-5-19 上午10:45:38,5913b180-f9bb-4ffc-bdc2-82bdb9cf216a-0,2020-5-19,MMMXXX,LONG,5913b180-f9bb-4ffc-bdc2-82bdb9cf216a,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午10:45:54,MOMOES-COMPID,MDOC,ESM0,1,ad2f0f86-cce7-4e06-a5b0-95f32038e37c,2020-5-19 上午10:45:55,2939.375,2937.875,2020-5-19 上午10:46:55,ad2f0f86-cce7-4e06-a5b0-95f32038e37c-0,2020-5-19,MMMXXX,LONG,ad2f0f86-cce7-4e06-a5b0-95f32038e37c,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午10:58:10,MOMOES-COMPID,MDOC,ESM0,1,73f287fb-a21a-46d5-9320-f6ea610e3621,2020-5-19 上午10:58:11,2938.625,2938.375,2020-5-19 上午10:59:11,73f287fb-a21a-46d5-9320-f6ea610e3621-0,2020-5-19,MMMXXX,LONG,73f287fb-a21a-46d5-9320-f6ea610e3621,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午11:02:55,MOMOES-COMPID,MDOC,ESM0,1,955c82bc-8723-421d-9831-5fbd69c9cc1f,2020-5-19 上午11:02:56,2939.625,2937.875,2020-5-19 上午11:03:56,955c82bc-8723-421d-9831-5fbd69c9cc1f-0,2020-5-19,MMMXXX,LONG,955c82bc-8723-421d-9831-5fbd69c9cc1f,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午11:04:12,MOMOES-COMPID,MDOC,ESM0,1,284078dc-9103-4d3e-932f-e48a903a6757,2020-5-19 上午11:04:12,2940.625,2939.875,2020-5-19 上午11:05:12,284078dc-9103-4d3e-932f-e48a903a6757-0,2020-5-19,MMMXXX,LONG,284078dc-9103-4d3e-932f-e48a903a6757,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午11:06:51,MOMOES-COMPID,MDOC,ESM0,1,e9a1f200-c23d-4f78-b986-3665b3963e03,2020-5-19 上午11:06:52,2941.125,2941.125,2020-5-19 上午11:07:52,e9a1f200-c23d-4f78-b986-3665b3963e03-0,2020-5-19,MMMXXX,LONG,e9a1f200-c23d-4f78-b986-3665b3963e03,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午11:17:35,MOMOES-COMPID,MDOC,ESM0,1,1ee87f76-12e7-41fd-8671-f647cc1f2e3e,2020-5-19 上午11:17:36,2942.375,2942.625,2020-5-19 上午11:18:36,1ee87f76-12e7-41fd-8671-f647cc1f2e3e-0,2020-5-19,MMMXXX,LONG,1ee87f76-12e7-41fd-8671-f647cc1f2e3e,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午11:22:51,MOMOES-COMPID,MDOC,ESM0,1,28c45460-40ad-416e-93f0-965292c64a47,2020-5-19 上午11:22:52,2947.375,2947.625,2020-5-19 上午11:23:52,28c45460-40ad-416e-93f0-965292c64a47-0,2020-5-19,MMMXXX,LONG,28c45460-40ad-416e-93f0-965292c64a47,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午11:25:26,MOMOES-COMPID,MDOC,ESM0,1,5e1592e9-bea2-45e0-bd7c-86371d5a0806,2020-5-19 上午11:25:26,2947.125,2947.625,2020-5-19 上午11:26:26,5e1592e9-bea2-45e0-bd7c-86371d5a0806-0,2020-5-19,MMMXXX,LONG,5e1592e9-bea2-45e0-bd7c-86371d5a0806,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午11:26:42,MOMOES-COMPID,MDOC,ESM0,1,d53b8750-69f8-4bd1-9eaf-25cfe57829dc,2020-5-19 上午11:26:47,2946.375,2947.5,2020-5-19 上午11:27:47,d53b8750-69f8-4bd1-9eaf-25cfe57829dc-0,2020-5-19,MMMXXX,LONG,d53b8750-69f8-4bd1-9eaf-25cfe57829dc,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午11:38:03,MOMOES-COMPID,MDOC,ESM0,1,f5e3f250-cf1c-4867-b3cd-0a103de46275,2020-5-19 上午11:38:04,2946.375,2945.375,2020-5-19 上午11:39:04,f5e3f250-cf1c-4867-b3cd-0a103de46275-0,2020-5-19,MMMXXX,LONG,f5e3f250-cf1c-4867-b3cd-0a103de46275,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午11:39:20,MOMOES-COMPID,MDOC,ESM0,1,ce1b455b-0a57-46ad-acc5-30c01ee691c3,2020-5-19 上午11:39:21,2946.125,2946.125,2020-5-19 上午11:40:21,ce1b455b-0a57-46ad-acc5-30c01ee691c3-0,2020-5-19,MMMXXX,LONG,ce1b455b-0a57-46ad-acc5-30c01ee691c3,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午11:49:28,MOMOES-COMPID,MDOC,ESM0,1,a09918f9-57b5-4543-89cb-a494a0b3e64b,2020-5-19 上午11:49:29,2945.125,2947.625,2020-5-19 上午11:50:29,a09918f9-57b5-4543-89cb-a494a0b3e64b-0,2020-5-19,MMMXXX,LONG,a09918f9-57b5-4543-89cb-a494a0b3e64b,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午11:56:19,MOMOES-COMPID,MDOC,ESM0,1,ea205c9e-fd25-4f92-ae7f-1618f83552f5,2020-5-19 上午11:56:20,2942.875,2944.625,2020-5-19 上午11:57:20,ea205c9e-fd25-4f92-ae7f-1618f83552f5-0,2020-5-19,MMMXXX,LONG,ea205c9e-fd25-4f92-ae7f-1618f83552f5,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 下午12:12:39,MOMOES-COMPID,MDOC,ESM0,1,b3d6e493-2813-4d08-97fb-3cf0da607f46,2020-5-19 下午12:12:40,2937.375,2937.625,2020-5-19 下午12:13:40,b3d6e493-2813-4d08-97fb-3cf0da607f46-0,2020-5-19,MMMXXX,LONG,b3d6e493-2813-4d08-97fb-3cf0da607f46,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 下午12:33:21,MOMOES-COMPID,MDOC,ESM0,1,b9563dd8-7085-40ee-b0f9-4672de0522a5,2020-5-19 下午12:33:22,2938.875,2939.125,2020-5-19 下午12:34:22,b9563dd8-7085-40ee-b0f9-4672de0522a5-0,2020-5-19,MMMXXX,LONG,b9563dd8-7085-40ee-b0f9-4672de0522a5,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 下午12:39:02,MOMOES-COMPID,MDOC,ESM0,1,dccb1456-f30d-42e1-9907-b11e74ff55e5,2020-5-19 下午12:39:03,2939.625,2939.625,2020-5-19 下午12:40:03,dccb1456-f30d-42e1-9907-b11e74ff55e5-0,2020-5-19,MMMXXX,LONG,dccb1456-f30d-42e1-9907-b11e74ff55e5,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 下午12:47:00,MOMOES-COMPID,MDOC,ESM0,1,51193985-dc5d-4a2e-ac6a-98ee048d7fa5,2020-5-19 下午12:47:01,2940.875,2941.875,2020-5-19 下午12:48:01,51193985-dc5d-4a2e-ac6a-98ee048d7fa5-0,2020-5-19,MMMXXX,LONG,51193985-dc5d-4a2e-ac6a-98ee048d7fa5,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 下午01:09:31,MOMOES-COMPID,MDOC,ESM0,1,7f70ddae-ded2-4c07-8177-d0bd71c11731,2020-5-19 下午01:09:31,2940.625,2942.375,2020-5-19 下午01:10:31,7f70ddae-ded2-4c07-8177-d0bd71c11731-0,2020-5-19,MMMXXX,LONG,7f70ddae-ded2-4c07-8177-d0bd71c11731,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 下午01:24:44,MOMOES-COMPID,MDOC,ESM0,1,b25880bc-f942-4dba-9fe6-d684e0d90757,2020-5-19 下午01:24:45,2943.125,2941.375,2020-5-19 下午01:25:45,b25880bc-f942-4dba-9fe6-d684e0d90757-0,2020-5-19,MMMXXX,LONG,b25880bc-f942-4dba-9fe6-d684e0d90757,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 下午01:29:58,MOMOES-COMPID,MDOC,ESM0,1,48fd89ff-2e39-41b3-ad7c-e52068e65b90,2020-5-19 下午01:30:06,2937.75,2941.125,2020-5-19 下午01:31:06,48fd89ff-2e39-41b3-ad7c-e52068e65b90-0,2020-5-19,MMMXXX,LONG,48fd89ff-2e39-41b3-ad7c-e52068e65b90,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 下午01:39:14,MOMOES-COMPID,MDOC,ESM0,1,633b5cd8-6e28-49b1-a342-770e338228b0,2020-5-19 下午01:39:15,2938.625,2939.375,2020-5-19 下午01:40:15,633b5cd8-6e28-49b1-a342-770e338228b0-0,2020-5-19,MMMXXX,LONG,633b5cd8-6e28-49b1-a342-770e338228b0,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 下午01:54:07,MOMOES-COMPID,MDOC,ESM0,1,0570f02a-edcd-4b2c-8cc9-6fcf800c7771,2020-5-19 下午01:54:08,2935.625,2934.875,2020-5-19 下午01:55:08,0570f02a-edcd-4b2c-8cc9-6fcf800c7771-0,2020-5-19,MMMXXX,LONG,0570f02a-edcd-4b2c-8cc9-6fcf800c7771,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 下午01:58:04,MOMOES-COMPID,MDOC,ESM0,1,eb643462-d06b-4a8f-9cac-f6bb9d3c354b,2020-5-19 下午01:58:05,2942.875,2942.875,2020-5-19 下午01:59:05,eb643462-d06b-4a8f-9cac-f6bb9d3c354b-0,2020-5-19,MMMXXX,LONG,eb643462-d06b-4a8f-9cac-f6bb9d3c354b,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 下午02:07:05,MOMOES-COMPID,MDOC,ESM0,1,d76f24f5-1ffe-4762-9ebe-513a69bad262,2020-5-19 下午02:07:06,2952.125,2949.125,2020-5-19 下午02:08:06,d76f24f5-1ffe-4762-9ebe-513a69bad262-0,2020-5-19,MMMXXX,LONG,d76f24f5-1ffe-4762-9ebe-513a69bad262,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 下午02:12:13,MOMOES-COMPID,MDOC,ESM0,1,46f750c7-cb20-4e47-b2da-c0fd2e925194,2020-5-19 下午02:12:14,2953.375,2952.625,2020-5-19 下午02:13:14,46f750c7-cb20-4e47-b2da-c0fd2e925194-0,2020-5-19,MMMXXX,LONG,46f750c7-cb20-4e47-b2da-c0fd2e925194,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 下午02:25:14,MOMOES-COMPID,MDOC,ESM0,1,49aa5f45-0514-460e-b68c-880e6f4de23c,2020-5-19 下午02:25:15,2946.875,2946.625,2020-5-19 下午02:26:15,49aa5f45-0514-460e-b68c-880e6f4de23c-0,2020-5-19,MMMXXX,LONG,49aa5f45-0514-460e-b68c-880e6f4de23c,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 下午02:29:44,MOMOES-COMPID,MDOC,ESM0,1,67591acc-b668-43cb-bb22-ce861f428058,2020-5-19 下午02:29:45,2948.125,2945.875,2020-5-19 下午02:30:45,67591acc-b668-43cb-bb22-ce861f428058-0,2020-5-19,MMMXXX,LONG,67591acc-b668-43cb-bb22-ce861f428058,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 下午02:35:35,MOMOES-COMPID,MDOC,ESM0,1,5d959b6d-e206-413f-9537-cc16dca1b128,2020-5-19 下午02:35:36,2948.125,2948.625,2020-5-19 下午02:36:36,5d959b6d-e206-413f-9537-cc16dca1b128-0,2020-5-19,MMMXXX,LONG,5d959b6d-e206-413f-9537-cc16dca1b128,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 下午02:49:13,MOMOES-COMPID,MDOC,ESM0,1,d3a4691f-e57a-42bb-b506-e0eea1617ea8,2020-5-19 下午02:49:14,2945.875,2942.125,2020-5-19 下午02:50:14,d3a4691f-e57a-42bb-b506-e0eea1617ea8-0,2020-5-19,MMMXXX,LONG,d3a4691f-e57a-42bb-b506-e0eea1617ea8,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 下午02:54:22,MOMOES-COMPID,MDOC,ESM0,1,b945fb55-029a-4cee-a875-f6cbc47b1499,2020-5-19 下午02:54:22,2947.625,2949.125,2020-5-19 下午02:55:22,b945fb55-029a-4cee-a875-f6cbc47b1499-0,2020-5-19,MMMXXX,LONG,b945fb55-029a-4cee-a875-f6cbc47b1499,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 下午02:55:39,MOMOES-COMPID,MDOC,ESM0,1,d1ce9ffe-a9c0-46e0-939c-d7efb4fa872b,2020-5-19 下午02:55:40,2947.125,2948.125,2020-5-19 下午02:56:40,d1ce9ffe-a9c0-46e0-939c-d7efb4fa872b-0,2020-5-19,MMMXXX,LONG,d1ce9ffe-a9c0-46e0-939c-d7efb4fa872b,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 下午02:58:57,MOMOES-COMPID,MDOC,ESM0,1,1e038da6-e8b1-4c96-bd36-df1125026fbc,2020-5-19 下午02:58:58,2949.375,2948.625,2020-5-19 下午02:59:58,1e038da6-e8b1-4c96-bd36-df1125026fbc-0,2020-5-19,MMMXXX,LONG,1e038da6-e8b1-4c96-bd36-df1125026fbc,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 下午03:04:14,MOMOES-COMPID,MDOC,ESM0,1,97897a49-b741-4c07-8170-c57c0025f545,2020-5-19 下午03:04:15,2949.125,2949.875,2020-5-19 下午03:05:15,97897a49-b741-4c07-8170-c57c0025f545-0,2020-5-19,MMMXXX,LONG,97897a49-b741-4c07-8170-c57c0025f545,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 下午03:05:31,MOMOES-COMPID,MDOC,ESM0,1,2905ab07-5d3a-4ff8-ba36-8d46eea3c874,2020-5-19 下午03:05:32,2949.125,2949.625,2020-5-19 下午03:06:32,2905ab07-5d3a-4ff8-ba36-8d46eea3c874-0,2020-5-19,MMMXXX,LONG,2905ab07-5d3a-4ff8-ba36-8d46eea3c874,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 下午03:27:14,MOMOES-COMPID,MDOC,ESM0,1,bc2b75f7-4b13-4289-983c-aab6968476bb,2020-5-19 下午03:27:15,2952.375,2952.625,2020-5-19 下午03:28:15,bc2b75f7-4b13-4289-983c-aab6968476bb-0,2020-5-19,MMMXXX,LONG,bc2b75f7-4b13-4289-983c-aab6968476bb,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 下午03:40:50,MOMOES-COMPID,MDOC,ESM0,1,1966204e-a29c-45e3-8c5a-6d8a400bd370,2020-5-19 下午03:40:51,2954.625,2953.375,2020-5-19 下午03:41:51,1966204e-a29c-45e3-8c5a-6d8a400bd370-0,2020-5-19,MMMXXX,LONG,1966204e-a29c-45e3-8c5a-6d8a400bd370,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 下午03:42:07,MOMOES-COMPID,MDOC,ESM0,1,bf09bc55-ec17-4271-84ea-eeab207d30ba,2020-5-19 下午03:42:08,2951.875,2955.125,2020-5-19 下午03:43:08,bf09bc55-ec17-4271-84ea-eeab207d30ba-0,2020-5-19,MMMXXX,LONG,bf09bc55-ec17-4271-84ea-eeab207d30ba,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 下午03:48:09,MOMOES-COMPID,MDOC,ESM0,1,e72b4c67-4016-450c-8338-30538ef5d192,2020-5-19 下午03:48:10,2952.625,2952.625,2020-5-19 下午03:49:10,e72b4c67-4016-450c-8338-30538ef5d192-0,2020-5-19,MMMXXX,LONG,e72b4c67-4016-450c-8338-30538ef5d192,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 下午03:51:01,MOMOES-COMPID,MDOC,ESM0,1,3fb9f39b-dfda-42bb-9eff-f06d115f45ef,2020-5-19 下午03:51:02,2951.375,2951.375,2020-5-19 下午03:52:02,3fb9f39b-dfda-42bb-9eff-f06d115f45ef-0,2020-5-19,MMMXXX,LONG,3fb9f39b-dfda-42bb-9eff-f06d115f45ef,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 下午04:02:24,MOMOES-COMPID,MDOC,ESM0,1,8470e0ce-f831-4dd8-be9b-d85e33c27821,2020-5-19 下午04:02:25,2950.625,2949.625,2020-5-19 下午04:03:25,8470e0ce-f831-4dd8-be9b-d85e33c27821-0,2020-5-19,MMMXXX,LONG,8470e0ce-f831-4dd8-be9b-d85e33c27821,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 下午04:06:41,MOMOES-COMPID,MDOC,ESM0,1,f0a78897-2801-4449-840b-1e2ec44891f5,2020-5-19 下午04:06:42,2949.375,2950.625,2020-5-19 下午04:07:42,f0a78897-2801-4449-840b-1e2ec44891f5-0,2020-5-19,MMMXXX,LONG,f0a78897-2801-4449-840b-1e2ec44891f5,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 下午04:31:58,MOMOES-COMPID,MDOC,ESM0,1,5d979842-088f-4689-b71d-6e52b4615d8a,2020-5-19 下午04:31:59,2947.875,2949.625,2020-5-19 下午04:32:59,5d979842-088f-4689-b71d-6e52b4615d8a-0,2020-5-19,MMMXXX,LONG,5d979842-088f-4689-b71d-6e52b4615d8a,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 下午04:46:29,MOMOES-COMPID,MDOC,ESM0,1,223e14ce-f148-4dbe-9a0f-a6944a29292d,2020-5-19 下午04:46:30,2948.625,2948.125,2020-5-19 下午04:47:30,223e14ce-f148-4dbe-9a0f-a6944a29292d-0,2020-5-19,MMMXXX,LONG,223e14ce-f148-4dbe-9a0f-a6944a29292d,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 下午04:50:20,MOMOES-COMPID,MDOC,ESM0,1,807e85d5-15fc-450e-865a-e237b1bd7ab6,2020-5-19 下午04:50:20,2947.125,2948.125,2020-5-19 下午04:51:20,807e85d5-15fc-450e-865a-e237b1bd7ab6-0,2020-5-19,MMMXXX,LONG,807e85d5-15fc-450e-865a-e237b1bd7ab6,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 下午04:52:07,MOMOES-COMPID,MDOC,ESM0,1,254d9a75-9b21-4fd7-8c46-60a39a53b849,2020-5-19 下午04:52:08,2947.875,2948.375,2020-5-19 下午04:53:08,254d9a75-9b21-4fd7-8c46-60a39a53b849-0,2020-5-19,MMMXXX,LONG,254d9a75-9b21-4fd7-8c46-60a39a53b849,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 下午05:00:41,MOMOES-COMPID,MDOC,ESM0,1,96561dbf-5e28-41ff-8130-220e69dda9d2,2020-5-19 下午05:00:42,2948.375,2948.625,2020-5-19 下午05:01:42,96561dbf-5e28-41ff-8130-220e69dda9d2-0,2020-5-19,MMMXXX,LONG,96561dbf-5e28-41ff-8130-220e69dda9d2,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 下午05:19:04,MOMOES-COMPID,MDOC,ESM0,1,6bcf4596-f81a-41da-b9f0-5348a66d655c,2020-5-19 下午05:19:05,2950.375,2950.375,2020-5-19 下午05:20:05,6bcf4596-f81a-41da-b9f0-5348a66d655c-0,2020-5-19,MMMXXX,LONG,6bcf4596-f81a-41da-b9f0-5348a66d655c,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 下午05:24:28,MOMOES-COMPID,MDOC,ESM0,1,05332176-7d77-4fb3-9fab-c6aa4341941f,2020-5-19 下午05:24:29,2950.625,2950.625,2020-5-19 下午05:25:29,05332176-7d77-4fb3-9fab-c6aa4341941f-0,2020-5-19,MMMXXX,LONG,05332176-7d77-4fb3-9fab-c6aa4341941f,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 下午05:26:14,MOMOES-COMPID,MDOC,ESM0,1,816bf9cb-64e1-4d97-93d3-cbef2ed035af,2020-5-19 下午05:26:15,2950.375,2950.375,2020-5-19 下午05:27:15,816bf9cb-64e1-4d97-93d3-cbef2ed035af-0,2020-5-19,MMMXXX,LONG,816bf9cb-64e1-4d97-93d3-cbef2ed035af,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 下午05:56:57,MOMOES-COMPID,MDOC,ESM0,1,74ac8bd3-c524-496e-a2c3-60b14fe9b1d6,2020-5-19 下午05:56:58,2951.125,2951.125,2020-5-19 下午05:57:58,74ac8bd3-c524-496e-a2c3-60b14fe9b1d6-0,2020-5-19,MMMXXX,LONG,74ac8bd3-c524-496e-a2c3-60b14fe9b1d6,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 下午06:07:54,MOMOES-COMPID,MDOC,ESM0,1,ad50eda2-9056-44b9-8fa2-531b01d4ab79,2020-5-19 下午06:07:55,2954.875,2953.875,2020-5-19 下午06:08:55,ad50eda2-9056-44b9-8fa2-531b01d4ab79-0,2020-5-19,MMMXXX,LONG,ad50eda2-9056-44b9-8fa2-531b01d4ab79,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 下午06:15:14,MOMOES-COMPID,MDOC,ESM0,1,da48a985-fef3-4562-b19f-828463ddeb3c,2020-5-19 下午06:15:15,2954.625,2954.875,2020-5-19 下午06:16:15,da48a985-fef3-4562-b19f-828463ddeb3c-0,2020-5-19,MMMXXX,LONG,da48a985-fef3-4562-b19f-828463ddeb3c,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 下午06:20:28,MOMOES-COMPID,MDOC,ESM0,1,a6fb9a95-7914-4bad-828e-a0b4a306c274,2020-5-19 下午06:20:29,2955.125,2955.125,2020-5-19 下午06:21:29,a6fb9a95-7914-4bad-828e-a0b4a306c274-0,2020-5-19,MMMXXX,LONG,a6fb9a95-7914-4bad-828e-a0b4a306c274,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 下午06:24:25,MOMOES-COMPID,MDOC,ESM0,1,13cffaa5-fa64-41ea-aa00-a10ce00ae55c,2020-5-19 下午06:24:25,2954.625,2955.625,2020-5-19 下午06:25:25,13cffaa5-fa64-41ea-aa00-a10ce00ae55c-0,2020-5-19,MMMXXX,LONG,13cffaa5-fa64-41ea-aa00-a10ce00ae55c,MOMOES,PROP CODE,INITIATING TRADER
